name,taxid,rank
"Bacillus toyonensis","155322","species"
"Bacillus tropicus","2026188","species"
"Bacillus vallismortis","72361","species"
"Bacillus vietnamensis","218284","species"
"Bacillus weihaiensis","1547283","species"
"Bacillus vini","1476025","species"
"Bacillus wiedmannii","1890302","species"
"Bacillus xiamenensis","1178537","species"
"Oligoflexia","1553900","class"
"Bacteriovoracales","2024979","order"
"Bacteriovoracaceae","263369","family"
"Bacteriovorax","146784","genus"
"Bacteriovorax stolpii","960","species"
"Bacterioplanes","1537406","genus"
"Bacterioplanes sanyensis","1249553","species"
"Bacteroidaceae","815","family"
"Bacteroides","816","genus"
"Bacteroides caccae","47678","species"
"Bacteroides caecimuris","1796613","species"
"Phocaeicola","909656","genus"
"Phocaeicola dorei","357276","species"
"Bacteroides cellulosilyticus","246787","species"
"Bacteroides fragilis","817","species"
"Bacteroides eggerthii","28111","species"
"Bacteroides heparinolyticus","28113","species"
"Bacteroides helcogenes","290053","species"
"Bacteroides ovatus","28116","species"
"Bacteroides intestinalis","329854","species"
"Bacteroides thetaiotaomicron","818","species"
"Bacteroides uniformis","820","species"
"Phocaeicola vulgatus","821","species"
"Bacteroides xylanisolvens","371601","species"
"Bacteroides zoogleoformans","28119","species"
"Rubrobacteria","84995","class"
"Rubrobacterales","84996","order"
"Baekduiaceae","2600303","family"
"Baekduia","2600304","genus"
"Baekduia soli","496014","species"
"Bartonellaceae","772","family"
"Bartonella","773","genus"
"Bartonella ancashensis","1318743","species"
"Bartonella apis","1686310","species"
"Bartonella bacilliformis","774","species"
"Bartonella australis","388640","species"
"Bartonella alsatica","52764","species"
"Bartonella clarridgeiae","56426","species"
"Bartonella grahamii","33045","species"
"Bartonella henselae","38323","species"
"Barnesiellaceae","2005519","family"
"Barnesiella","397864","genus"
"Barnesiella viscericola","397865","species"
"Bartonella elizabethae","807","species"
"Bartonella kosoyi","2133959","species"
"Bartonella quintana","803","species"
"Bartonella rochalimae","395923","species"
"Bartonella schoenbuchensis","165694","species"
"Bartonella tribocorum","85701","species"
"Basfia","697331","genus"
"Basfia succiniciproducens","653940","species"
"Basilea","1472344","genus"
"Basilea psittacipulmonis","1472345","species"
"Bartonella vinsonii","33047","species"
"Candidatus Baumannia cicadellinicola","186490","species"
"Bdellovibrionales","213481","order"
"Bdellovibrionaceae","213483","family"
"Bdellovibrio","958","genus"
"Bdellovibrio bacteriovorus","959","species"
"Bdellovibrio exovorus","453816","species"
"Bathymodiolus thermophilus thioautotrophic gill symbiont","2360","species"
"Beijerinckiaceae","45404","family"
"Beijerinckia","532","genus"
"Beijerinckia indica","533","species"
"Thiotrichaceae","135617","family"
"Beggiatoa","1021","genus"
"Beggiatoa leptomitoformis","288004","species"
"Beijerinckiaceae bacterium","1978229","species"
"Bermanella","599651","genus"
"Bermanella marisrubri","207949","species"
"Berryella","2815775","genus"
"Berryella intestinalis","1531429","species"
"Candidatus Berkelbacteria","1618330","phylum"
"Bergeyella","59735","genus"
"Bergeyella cardium","1585976","species"
"Bernardetiaceae","1937968","family"
"Bernardetia","1937972","genus"
"Bernardetia litoralis","999","species"
"Belliella","232244","genus"
"Belliella baltica","232259","species"
"Bibersteinia","476528","genus"
"Bibersteinia trehalosi","47735","species"
"Beutenbergiaceae","125316","family"
"Beutenbergia","84756","genus"
"Beutenbergia cavernae","84757","species"
"Bifidobacteriales","85004","order"
"Bifidobacteriaceae","31953","family"
"Bifidobacterium","1678","genus"
"Bifidobacterium adolescentis","1680","species"
"Bifidobacterium angulatum","1683","species"
"Bifidobacterium animalis","28025","species"
"Bifidobacterium actinocoloniiforme","638619","species"
"Bifidobacterium asteroides","1684","species"
"Bifidobacterium bifidum","1681","species"
"Bifidobacterium breve","1685","species"
"Bifidobacterium catenulatum","1686","species"
"Bifidobacterium choerinum","35760","species"
"Bifidobacterium coryneforme","1687","species"
"Bifidobacterium dentium","1689","species"
"Bifidobacterium eulemuris","1765219","species"
"Bifidobacterium imperatoris","2020965","species"
"Bifidobacterium indicum","1691","species"
"Bifidobacterium lemurum","1603886","species"
"Bifidobacterium longum","216816","species"
"Bifidobacterium pseudocatenulatum","28026","species"
"Bifidobacterium pseudolongum","1694","species"
"Bifidobacterium scardovii","158787","species"
"Bifidobacterium saguini","762210","species"
"Bifidobacterium thermophilum","33905","species"
"Bisgaard Taxon 40","221402","species"
"Bifidobacterium pullorum","78448","species"
"Bifidobacterium subtile","77635","species"
"Blastochloridaceae","2831090","family"
"Blastochloris","59282","genus"
"Blastochloris tepida","2233851","species"
"Bisgaardia","109471","genus"
"Bisgaardia hudsonensis","109472","species"
"Blastomonas","150203","genus"
"Blastomonas fulva","1550728","species"
"Thermosediminibacterales","2770089","order"
"Tepidanaerobacteraceae","2770092","family"
"Biomaibacter","2770094","genus"
"Biomaibacter acetigenes","2316383","species"
"Blattabacteriaceae","39782","family"
"Blattabacterium","34098","genus"
"Blattabacterium punctulatus","164514","species"
"Geodermatophilales","1643682","order"
"Geodermatophilaceae","85030","family"
"Blastococcus","38501","genus"
"Blastococcus saxobsidens","138336","species"
"Blattabacterium sp. (Blaberus giganteus)","1186051","species"
"Blattabacterium sp. (Blattella germanica)","624186","species"
"Blattabacterium sp. (Blatta orientalis)","367806","species"
"Blattabacterium sp. (Periplaneta americana)","367488","species"
"Blautia","572511","genus"
"Blautia argi","1912897","species"
"Blattabacterium sp. (Mastotermes darwiniensis)","39768","species"
"Blautia coccoides","1532","species"
"Blautia obeum","40520","species"
"Blautia producta","33035","species"
"Blautia hansenii","1322","species"
"Candidatus Blochmannia","203804","genus"
"Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri","1505596","species"
"Burkholderiaceae","119060","family"
"Ralstonia","48736","genus"
"Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus","1505597","species"
"Bombella","1654741","genus"
"Bordetella","517","genus"
"Bordetella avium","521","species"
"Bordetella bronchialis","463025","species"
"Bordetella bronchiseptica","518","species"
"Bordetella flabilis","463014","species"
"Bordetella genomosp. 13","463040","species"
"Bordetella genomosp. 6","463024","species"
"Bordetella genomosp. 8","1416806","species"
"Bordetella hinzii","103855","species"
"Bordetella genomosp. 9","1416803","species"
"Bordetella holmesii","35814","species"
"Bordetella parapertussis","519","species"
"Bordetella pertussis","520","species"
"Bordetella petrii","94624","species"
"Bordetella pseudohinzii","1331258","species"
"Bordetella trematum","123899","species"
"Spirochaetes","203691","phylum"
"Spirochaetia","203692","class"
"Spirochaetales","136","order"
"Borreliaceae","1643685","family"
"Borrelia","138","genus"
"Borrelia anserina","143","species"
"Borrelia coriaceae","144","species"
"Borrelia crocidurae","29520","species"
"Borrelia hermsii","140","species"
"Borrelia duttonii","40834","species"
"Borrelia miyamotoi","47466","species"
"Borrelia parkeri","141","species"
"Borrelia recurrentis","44449","species"
"Borrelia turcica","229155","species"
"Borrelia turicatae","142","species"
"Borreliella","64895","genus"
"Borreliella afzelii","29518","species"
"Borreliella bavariensis","664662","species"
"Borreliella burgdorferi","139","species"
"Borreliella bissettiae","64897","species"
"Borreliella chilensis","1245910","species"
"Borreliella garinii","29519","species"
"Borreliella mayonii","1674146","species"
"Borreliella valaisiana","62088","species"
"Boseaceae","2831100","family"
"Bosea","85413","genus"
"Bosea vaviloviae","1526658","species"
"Boseongicola","1648497","genus"
"Boudabousia","2767318","genus"
"Boudabousia tangfeifanii","1912795","species"
"Dermabacteraceae","85020","family"
"Brachybacterium","43668","genus"
"Brachybacterium avium","2017485","species"
"Brachybacterium saurashtrense","556288","species"
"Brachybacterium ginsengisoli","1331682","species"
"Brachybacterium vulturis","2017484","species"
"Brachyspirales","1643686","order"
"Brachyspiraceae","143786","family"
"Brachyspira","29521","genus"
"Brachyspira hyodysenteriae","159","species"
"Botrimarina","2795782","genus"
"Botrimarina mediterranea","2528022","species"
"Brachybacterium faecium","43669","species"
"Brachyspira pilosicoli","52584","species"
"Brachyspira intermedia","84377","species"
"Brachyspira murdochii","84378","species"
"Brachyspira hampsonii","1287055","species"
"Bradyrhizobium","374","genus"
"Bradyrhizobium betae","244734","species"
"Bradymonadales","1779134","order"
"Bradyrhizobium amphicarpaeae","1404768","species"
"Bradymonadaceae","1779135","family"
"Bradymonas","1779136","genus"
"Bradymonas sediminis","1548548","species"
"Bradyrhizobium arachidis","858423","species"
"Bradyrhizobium canariense","255045","species"
"Bradyrhizobium diazoefficiens","1355477","species"
"Bradyrhizobium cosmicum","1404864","species"
"Bradyrhizobium erythrophlei","1437360","species"
"Bradyrhizobium genosp. B","83627","species"
"Bradyrhizobium elkanii","29448","species"
"Bradyrhizobium guangdongense","1325090","species"
"Bradyrhizobium genosp. L","83637","species"
"Bradyrhizobium japonicum","375","species"
"Bradyrhizobium guangzhouense","1325095","species"
"Bradyrhizobium icense","1274631","species"
"Bradyrhizobium lablabi","722472","species"
"Bradyrhizobium ottawaense","931866","species"
"Bradyrhizobium oligotrophicum","44255","species"
"Bradyrhizobium sp. 1(2017)","1404888","species"
"Bradyrhizobium sp. 3","1179474","species"
"Bradyrhizobium sp. 6(2017)","1197460","species"
"Bradyrhizobium sp. ORS 285","115808","species"
"Bradyrhizobium symbiodeficiens","1404367","species"
"Bremerella","2714594","genus"
"Bremerella volcania","2527984","species"
"Bradyrhizobium yuanmingense","108015","species"
"Scytonemataceae","1182","family"
"Brasilonema","383614","genus"
"Brasilonema octagenarum","417105","species"
"Pectobacteriaceae","1903410","family"
"Brenneria","71655","genus"
"Brenneria rubrifaciens","55213","species"
"Brenneria izadpanahii","2722756","species"
"Brenneria nigrifluens","55210","species"
"Brasilonema sennae","1397703","species"
"Breoghaniaceae","2831104","family"
"Breoghania","1406135","genus"
"Brevefilum","2019482","genus"
"Brevefilum fermentans","1986204","species"
"Brenneria goodwinii","1109412","species"
"Brevibacillus","55080","genus"
"Brevibacillus brevis","1393","species"
"Brevibacillus agri","51101","species"
"Brevibacillus choshinensis","54911","species"
"Brevibacillus laterosporus","1465","species"
"Brevibacillus formosus","54913","species"
"Brevibacteriaceae","85019","family"
"Brevibacterium","1696","genus"
"Brevibacterium aurantiacum","273384","species"
"Brevibacterium casei","33889","species"
"Brevibacterium linens","1703","species"
"Brevibacterium luteolum","199591","species"
"Brevibacterium sandarakinum","629680","species"
"Brevibacterium siliguriense","1136497","species"
"Brevilactibacter","2717325","genus"
"Brevundimonas","41275","genus"
"Brevundimonas diminuta","293","species"
"Brevundimonas mediterranea","74329","species"
"Brevundimonas naejangsanensis","588932","species"
"Brevundimonas sp. 'scallop'","2562582","species"
"Brevundimonas vancanneytii","1325724","species"
"Brevundimonas subvibrioides","74313","species"
"Brevundimonas vesicularis","41276","species"
"Listeriaceae","186820","family"
"Brochothrix","2755","genus"
"Brucellaceae","118882","family"
"Brucella","234","genus"
"Brucella abortus","235","species"
"Brucella canis","36855","species"
"Brucella ceti","120577","species"
"Brucella melitensis","29459","species"
"Brucella intermedia","94625","species"
"Brucella microti","444163","species"
"Brucella pinnipedialis","120576","species"
"Brucella suis","29461","species"
"Brucella ovis","236","species"
"Brucella vulpis","981386","species"
"Bryobacterales","332160","order"
"Erwiniaceae","1903409","family"
"Buchnera","32199","genus"
"Buchnera aphidicola","9","species"
"Burkholderia","32008","genus"
"Burkholderia ambifaria","152480","species"
"Burkholderia anthina","179879","species"
"Bulleidia","118747","genus"
"Burkholderia cenocepacia","95486","species"
"Burkholderia cepacia","292","species"
"Burkholderia contaminans","488447","species"
"Burkholderia dolosa","152500","species"
"Burkholderia gladioli","28095","species"
"Burkholderia glumae","337","species"
"Burkholderia humptydooensis","430531","species"
"Burkholderia lata","482957","species"
"Burkholderia latens","488446","species"
"Burkholderia mallei","13373","species"
"Burkholderia multivorans","87883","species"
"Burkholderia oklahomensis","342113","species"
"Burkholderia plantarii","41899","species"
"Burkholderia pseudomallei","28450","species"
"Burkholderia seminalis","488731","species"
"Burkholderia pyrrocinia","60550","species"
"Burkholderia sp. Bp5365","1740162","species"
"Burkholderia thailandensis","57975","species"
"Burkholderia vietnamiensis","60552","species"
"Buttiauxella","82976","genus"
"Odoribacteraceae","1853231","family"
"Butyricimonas","574697","genus"
"Butyricimonas faecalis","2093856","species"
"Butyricimonas virosa","544645","species"
"Burkholderia ubonensis","101571","species"
"Bythopirellula","1400386","genus"
"Bythopirellula goksoyri","1400387","species"
"Butyrivibrio","830","genus"
"Butyrivibrio proteoclasticus","43305","species"
"Butyrivibrio fibrisolvens","831","species"
"Sporolactobacillaceae","186821","family"
"[Bacillus] selenitireducens","85683","species"
"Geobacillus","129337","genus"
"[Bacillus] caldolyticus","1394","species"
"Caballeronia","1827195","genus"
"Caballeronia insecticola","758793","species"
"[Brevibacterium] frigoritolerans","450367","species"
"Corynebacteriales","85007","order"
"Corynebacteriaceae","1653","family"
"Corynebacterium","1716","genus"
"[Brevibacterium] flavum","92706","species"
"Butyrivibrio hungatei","185008","species"
"Caldanaerobacter","249529","genus"
"Caldanaerobacter subterraneus","911092","species"
"Buttiauxella agrestis","82977","species"
"Thermoanaerobacterales Family III. Incertae Sedis","543371","family"
"Caldicellulosiruptor","44000","genus"
"Caldicellulosiruptor changbaiensis","1222016","species"
"Caldicellulosiruptor hydrothermalis","413888","species"
