name,sysname,reaction
"2.4.1.212","Alternating UDP-N-acetyl-alpha-D-glucosamine:beta-D-glucuronosyl-(1->3)-[nascent hyaluronan] 4-N-acetyl-beta-D-glucosaminyltransferase and UDP-alpha-D-glucuronate:N-acetyl-beta-D-glucosaminyl-(1->4)-[nascent hyaluronan] 3-beta-D-glucuronosyltransferase (configuration-inverting)","(1) UDP-N-acetyl-alpha-D-glucosamine + beta-D-glucuronosyl-(1->3)-N-acetyl-beta-D-glucosaminyl-(1->4)-[nascent hyaluronan] = UDP + N-acetyl-beta-D-glucosaminyl-(1->4)-beta-D-glucuronosyl-(1->3)-N-acetyl-beta-D-glucosaminyl-(1->4)-[nascent hyaluronan] [RN:R05327 R06068];"
"2.4.1.199","beta-D-mannosylphosphodecaprenol:(1->6)-alpha-D-mannosyloligosaccharide 6-alpha-D-mannosyltransferase","beta-D-mannosylphosphodecaprenol + (1->6)-alpha-D-mannosyloligosaccharide = decaprenol phosphate + (1->6)-alpha-D-mannosyl-(1->6)-alpha-D-mannosyl-oligosaccharide [RN:R06046 R06074]"
"2.4.1.47","UDP-alpha-D-galactose:N-acylsphingosine beta-D-galactosyltransferase (configuration-inverting)","UDP-alpha-D-galactose + a ceramide = UDP + a beta-D-galactosylceramide [RN:R01500 R06277]"
"3.2.1.1","4-alpha-D-glucan glucanohydrolase","Endohydrolysis of (1->4)-alpha-D-glucosidic linkages in polysaccharides containing three or more (1->4)-alpha-linked D-glucose units"
"2.4.1.351","UDP-beta-L-rhamnose:rhamnogalacturonan I 4-rhamnosyltransferase (configuration-inverting)","UDP-beta-L-rhamnose + alpha-D-galacturonosyl-[(1->2)-alpha-L-rhamnosyl-(1->4)-alpha-D-galacturonosyl]n = UDP + [(1->2)-alpha-L-rhamnosyl-(1->4)-alpha-D-galacturonosyl]n+1 [RN:R11972]"
"2.4.1.276","UDP-glucose:zeaxanthin beta-D-glucosyltransferase","2 UDP-glucose + zeaxanthin = 2 UDP + zeaxanthin bis(beta-D-glucoside) [RN:R07574]"
"2.4.1.226","UDP-alpha-D-glucuronate:[protein]-3-O-(beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-serine = UDP + [protein]-3-O-(beta-D-GlcA-(1->3)-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-serine 3-beta-glucuronosyltransferase (configuration-inverting)","(1) UDP-alpha-D-glucuronate + [protein]-3-O-(beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-serine = UDP + [protein]-3-O-(beta-D-GlcA-(1->3)-beta-D-GalNAc-(1->4)-beta-D-GlcA-(1->3)-beta-D-Gal-(1->3)-beta-D-Gal-(1->4)-beta-D-Xyl)-L-serine [RN:R05931];"
"3.2.1.84","3-alpha-D-glucan 3-glucohydrolase","Hydrolysis of terminal (1->3)-alpha-D-glucosidic links in (1->3)-alpha-D-glucans"
"2.4.1.210","UDP-glucose:limonin glucosyltransferase","UDP-glucose + limonin = glucosyl-limonin + UDP [RN:R05325]"
"2.4.1.195","UDP-alpha-D-glucose:N-hydroxy-2-phenylethanethioamide S-beta-D-glucosyltransferase","(1) UDP-alpha-D-glucose + (Z)-2-phenyl-1-thioacetohydroximate = UDP + desulfoglucotropeolin [RN:R03213];"
"2.4.1.64","alpha,alpha-trehalose:phosphate beta-D-glucosyltransferase","alpha,alpha-trehalose + phosphate = D-glucose + beta-D-glucose 1-phosphate [RN:R02727 R06053]"
"2.4.1.79","UDP-N-acetyl-alpha-D-galactosamine:alpha-D-galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide III3-beta-N-acetyl-D-galactosaminyltransferase","UDP-N-acetyl-alpha-D-galactosamine + alpha-D-galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide = UDP + N-acetyl-beta-D-galactosaminyl-(1->3)-alpha-D-galactosyl-(1->4)-beta-D-galactosyl-(1->4)-beta-D-glucosyl-(1<->1)-ceramide [RN:R05631 R05962]"
