name,taxid,rank
"Acinetobacter nosocomialis 2012C01-137","-1","genome"
"Acinetobacter nosocomialis 2010S01-197","-1","genome"
"Acinetobacter nosocomialis 6411","-1","genome"
"Acinetobacter nosocomialis AC1530","-1","genome"
"Acinetobacter nosocomialis 2010N17-248","-1","genome"
"Acinetobacter nosocomialis FDAARGOS_129","-1","genome"
"Acinetobacter lwoffii FDAARGOS_552","-1","genome"
"Acinetobacter nosocomialis J1A","-1","genome"
"Acinetobacter nosocomialis KAN02","-1","genome"
"Acinetobacter nosocomialis M2","1343071","genome"
"Acinetobacter nosocomialis NCTC 8102","-1","genome"
"Acinetobacter larvae","1789224","species"
"Acinetobacter larvae BRTC-1","-1","genome"
"Acinetobacter nosocomialis KAN01","-1","genome"
"Acinetobacter nosocomialis SSA3","-1","genome"
"Acinetobacter nosocomialis 2014N23-120","-1","genome"
"Acinetobacter nosocomialis WM98B","-1","genome"
"Acinetobacter nosocomialis 2014S01-097","-1","genome"
"Acinetobacter oleivorans","1148157","species"
"Acinetobacter oleivorans DR1","436717","genome"
"Acinetobacter pittii","48296","species"
"Acinetobacter pittii 2010C01-170","-1","genome"
"Acinetobacter piscicola","2006115","species"
"Acinetobacter piscicola YH12207_T","-1","genome"
"Acinetobacter pittii 2012N21-164","-1","genome"
"Acinetobacter pittii 2012N08-034","-1","genome"
"Acinetobacter pittii 2014N05-125","-1","genome"
"Acinetobacter pittii 2014N21-145","-1","genome"
"Acinetobacter pittii A1254","-1","genome"
"Acinetobacter pittii 2014S07-126","-1","genome"
"Acinetobacter pittii C54","-1","genome"
"Acinetobacter pittii 2014S06-099","-1","genome"
"Acinetobacter pittii NQ-003","-1","genome"
"Acinetobacter pittii PHEA-2","871585","genome"
"Acinetobacter pittii AP007","-1","genome"
"Acinetobacter pittii AP_882","-1","genome"
"Acinetobacter pittii JXA13","-1","genome"
"Acinetobacter pittii WCHAP005046","-1","genome"
"Acinetobacter pittii WCHAP005069","-1","genome"
"Acinetobacter pittii AP43","-1","genome"
"Acinetobacter pittii WCHAP100004","-1","genome"
"Acinetobacter pittii ST220","-1","genome"
"Acinetobacter pittii WCHAP100020","-1","genome"
"Acinetobacter pittii XJ88","-1","genome"
"Acinetobacter pittii IEC338SC","-1","genome"
"Acinetobacter pittii WP2-W18-ESBL-11","-1","genome"
"Acinetobacter pittii YMC2010/8/T346","-1","genome"
"Acinetobacter radioresistens","40216","species"
"Acinetobacter radioresistens FDAARGOS_731","-1","genome"
"Acinetobacter radioresistens DD78","-1","genome"
"Acinetobacter schindleri","108981","species"
"Acinetobacter schindleri HZE23-1","-1","genome"
"Acinetobacter schindleri HZE30-1","-1","genome"
"Acinetobacter schindleri HZE33-1","-1","genome"
"Acinetobacter schindleri ACE","-1","genome"
"Acinetobacter radioresistens LH6","-1","genome"
"Acinetobacter seifertii","1530123","species"
"Acinetobacter seifertii AS51","-1","genome"
"Acinetobacter schindleri SGAir0122","-1","genome"
"Acinetobacter seifertii AS42","-1","genome"
"Acinetobacter seifertii AS53","-1","genome"
"Acinetobacter sp. 10FS3-1","2563897","genome"
"Acinetobacter shaoyimingii","2715164","species"
"Acinetobacter shaoyimingii 323-1","-1","genome"
"Acinetobacter seifertii S21","-1","genome"
"Acinetobacter sp. Ac-14","2781976","genome"
"Acinetobacter sp. ACNIH2","1758189","genome"
"Acinetobacter sp. C16S1","2609668","genome"
"Acinetobacter sp. ACNIH1","1636603","genome"
"Acinetobacter sp. BEC1-S18-ESBL-01","2675741","genome"
"Acinetobacter radioresistens DSM 6976 = NBRC 102413 = CIP 103788","981334","genome"
"Acinetobacter sp. CS-2","2798861","genome"
"Acinetobacter sp. FDAARGOS_493","2420300","genome"
"Acinetobacter sp. DUT-2","1809055","genome"
"Acinetobacter sp. FDAARGOS_494","2420301","genome"
"Acinetobacter sp. FDAARGOS_560","2420305","genome"
"Acinetobacter sp. LoGeW2-3","1808001","genome"
"Acinetobacter sp. MYb10","1827285","genome"
"Acinetobacter sp. NEB149","2725684","genome"
"Acinetobacter sp. NEB 394","2743575","genome"
"Acinetobacter sp. TGL-Y2","1407071","genome"
"Acinetobacter sp. TTH0-4","1646498","genome"
"Acinetobacter sp. NCu2D-2","1608473","genome"
"Acinetobacter sp. WCHA45","2004644","genome"
"Acinetobacter soli","487316","species"
"Acinetobacter soli GFJ2","-1","genome"
"Acinetobacter sp. WCHA55","2004646","genome"
"Acinetobacter sp. TTH0-4 1BD1","-1","genome"
"Acinetobacter sp. YH12138","2601122","species"
"Acinetobacter sp. YH12138 YH12138_T","-1","genome"
"Acinetobacter sp. WCHAc010034","1879049","genome"
"Acinetobacter sp. WCHAc010052","2004647","genome"
"Acinetobacter towneri","202956","species"
"Acinetobacter towneri GX3","-1","genome"
"Acinetobacter sp. FDAARGOS_724","2545797","genome"
"Acinetobacter towneri GX7","-1","genome"
"Acinetobacter ursingii","108980","species"
"Acinetobacter ursingii FDAARGOS_1095","-1","genome"
"Acinetobacter ursingii M3","-1","genome"
"Acinetobacter variabilis","70346","species"
"Acinetobacter variabilis RYU24","-1","genome"
"Acinetobacter variabilis XM9F202-2","-1","genome"
"Acinetobacter wanghuae","2662362","species"
"Acinetobacter wanghuae dk386","-1","genome"
"Acinetobacter towneri GX5","-1","genome"
"Acinetobacter venetianus","52133","species"
"Acinetobacter venetianus TUST-DM21","-1","genome"
"Acinetobacter ursingii FDAARGOS_1096","-1","genome"
"Acinetobacter wuhouensis","1879050","species"
"Acinetobacter wuhouensis WCHA60","-1","genome"
"Acinetobacter towneri 205","-1","genome"
"Pseudonocardiales","85010","order"
"Pseudonocardiaceae","2070","family"
"Actinoalloteichus","65496","genus"
"Actinoalloteichus fjordicus","1612552","species"
"Actinoalloteichus fjordicus ADI127-7","-1","genome"
"Acinetobacter tandoii","202954","species"
"Acinetobacter tandoii SE63","-1","genome"
"Actinoalloteichus hoggarensis","1470176","species"
"Actinoalloteichus hoggarensis DSM 45943","-1","genome"
"Actinoalloteichus sp. AHMU CJ021","2072503","genome"
"Pasteurellales","135625","order"
"Pasteurellaceae","712","family"
"Actinobacillus","713","genus"
"Actinobacillus delphinicola","51161","species"
"Actinobacillus delphinicola NCTC12871","-1","genome"
"Actinobacillus equuli","718","species"
"Actinobacillus equuli NCTC8529","-1","genome"
"Acinetobacter towneri 19110F47","-1","genome"
"Actinobacillus equuli NCTC9435","-1","genome"
"Actinobacillus equuli subsp. equuli 19392","-1","genome"
"Actinobacillus indolicus","51049","species"
"Actinobacillus indolicus AIFJ1607","-1","genome"
"Actinobacillus lignieresii","720","species"
"Actinobacillus lignieresii NCTC10568","-1","genome"
"Acinetobacter wuhouensis WCHAW010062","-1","genome"
"Actinoalloteichus sp. GBA129-24","1612551","genome"
"Actinobacillus pleuropneumoniae","715","species"
"Actinobacillus pleuropneumoniae NCTC10976","-1","genome"
"Actinobacillus pleuropneumoniae KL 16","-1","genome"
"Actinobacillus pleuropneumoniae App6","-1","genome"
"Actinobacillus pleuropneumoniae serovar 5b str. L20","416269","genome"
"Actinobacillus pleuropneumoniae serovar 1 str. 4074","228399","genome"
"Actinobacillus pleuropneumoniae serovar 3 str. JL03","434271","genome"
"Actinobacillus pleuropneumoniae serovar 7 str. AP76","537457","genome"
"Actinobacillus pleuropneumoniae serovar 8","754345","genome"
"Actinobacillus porcitonsillarum","189834","species"
"Actinobacillus porcitonsillarum 9953L55","-1","genome"
"Actinoalloteichus hymeniacidonis","340345","species"
"Actinoalloteichus hymeniacidonis HPA177(T) (=DSM 45092(T))","-1","genome"
"Actinobacillus suis","716","species"
"Actinobacillus suis H91-0380","696748","genome"
"Actinobacillus suis ATCC 33415","743972","genome"
"Actinobacillus succinogenes","67854","species"
"Actinobacillus succinogenes 130Z","339671","genome"
"Actinobacteria bacterium IMCC25003","1848255","genome"
"Actinobacillus suis NCTC12996","-1","genome"
"Actinobacteria bacterium IMCC26103","1848756","genome"
"Actinobacteria bacterium IMCC26256","1650658","genome"
"Actinobacteria bacterium YIM 96077","2487353","genome"
"Actinobacillus pleuropneumoniae NCTC11384","-1","genome"
"Actinobacillus sp. GY-402","2774188","genome"
"Actinobacillus pleuropneumoniae S4074","-1","genome"
"Actinomycetales","2037","order"
"Actinomycetaceae","2049","family"
"Actinomyces","1654","genus"
"Actinomyces israelii","1659","species"
"Actinomyces israelii NCTC12972","-1","genome"
"Actinomyces howellii","52771","species"
"Actinomyces howellii NCTC11636","-1","genome"
"Streptosporangiales","85012","order"
"Thermomonosporaceae","2012","family"
"Actinomadura","1988","genus"
"Actinomadura sp. WMMB 499","1219491","species"
"Actinomadura sp. WMMB499","1219491","genome"
"Micromonosporales","85008","order"
"Micromonosporaceae","28056","family"
"Actinocatenispora","390988","genus"
"Actinocatenispora thailandica","227318","species"
"Actinocatenispora thailandica NBRC 105041","-1","genome"
"Actinomadura sp. NAK00032","2742128","genome"
"Actinocatenispora sera","390989","species"
"Actinocatenispora sera NBRC 101916","-1","genome"
"Actinomadura verrucosospora","46165","species"
"Actinomadura verrucosospora NRRL:B18236","-1","genome"
"Actinomyces oris","544580","species"
"Actinomyces oris T14V","-1","genome"
"Actinomyces radicidentis","111015","species"
"Actinomyces radicidentis CCUG 36733","-1","genome"
"Actinomyces naeslundii","1655","species"
"Actinomyces naeslundii FDAARGOS_1037","-1","genome"
"Actinomyces marmotae","2737173","species"
"Actinomyces marmotae zg-325","-1","genome"
"Actinomyces lilanjuaniae","2321394","species"
"Actinomyces lilanjuaniae 2129","-1","genome"
"Actinomyces naeslundii ATCC 27039","-1","genome"
"Actinomyces oris FDAARGOS_1051","-1","genome"
"Actinomyces slackii","52774","species"
"Actinomyces slackii NCTC11923","-1","genome"
"Actinomyces sp. oral taxon 171","706438","species"
"Actinomyces sp. oral taxon 171 str. F0337","706439","genome"
"Actinomyces sp. HMT 175","2789425","genome"
"Actinomyces sp. oral taxon 169","712116","species"
"Actinomyces sp. oral taxon 169 F0496","-1","genome"
"Actinomyces sp. Chiba101","1851395","genome"
"Actinomyces sp. HMT897","2789424","genome"
"Actinomyces sp. 432","2057798","genome"
"Actinomyces sp. oral taxon 897","2081702","species"
"Actinomyces sp. oral taxon 897 F0631","-1","genome"
"Actinomyces sp. zg-332","2708340","genome"
"Actinomyces sp. ZJ750","2744574","genome"
"Actinomyces weissii","675090","species"
"Actinomyces weissii CCUG 61299","-1","genome"
"Actinomyces viscosus","1656","species"
"Actinomyces viscosus NCTC10951","-1","genome"
"Actinoplanes","1865","genus"
"Actinoplanes derwentensis","113562","species"
"Actinoplanes derwentensis DSM 43941","-1","genome"
"Actinoplanes friuliensis","196914","species"
"Actinoplanes friuliensis DSM 7358","1246995","genome"
"Actinoplanes ianthinogenes","122358","species"
"Actinoplanes ianthinogenes NBRC 13996","-1","genome"
"Actinoplanes sp. N902-109","649831","genome"
"Actinoplanes sp. OR16","946334","genome"
"Actinoplanes sp. NBRC 14428","2721544","genome"
"Actinoplanes missouriensis","1866","species"
"Actinoplanes missouriensis 431","512565","genome"
"Actinoplanes sp. SE50","2033844","genome"
"Actinomyces sp. oral taxon 414","712122","species"
"Actinomyces sp. oral taxon 414 F0588","-1","genome"
"Actinosynnema","40566","genus"
"Actinosynnema pretiosum","42197","species"
"Actinosynnema pretiosum subsp. pretiosum ATCC 31280","-1","genome"
"Actinotignum","1653174","genus"
"Actinotignum schaalii","59505","species"
"Actinotignum schaalii CCUG 27420","-1","genome"
"Actinopolysporales","622450","order"
"Actinopolysporaceae","622451","family"
"Actinopolyspora","1849","genus"
"Actinopolyspora erythraea","414996","species"
"Actinopolyspora erythraea YIM 90600","-1","genome"
"Actinoplanes sp. SE50/110","134676","genome"
"Acutalibacter","1918385","genus"
"Acutalibacter muris","1796620","species"
"Acutalibacter muris KB18","-1","genome"
"Actinosynnema pretiosum X47","-1","genome"
"Bacteroidetes","976","phylum"
"Cytophagia","768503","class"
"Cytophagales","768507","order"
"Hymenobacteraceae","1853232","family"
"Adhaeribacter","299566","genus"
"Adhaeribacter swui","2086471","species"
"Adhaeribacter swui KCTC 52873","-1","genome"
"Adhaeribacter radiodurans","2745197","species"
"Adhaeribacter radiodurans KUDC8001","-1","genome"
"Actinosynnema mirum","40567","species"
"Actinosynnema mirum DSM 43827","446462","genome"
"Coriobacteriia","84998","class"
"Eggerthellales","1643822","order"
"Eggerthellaceae","1643826","family"
"Adlercreutzia","447020","genus"
"Adlercreutzia equolifaciens","446660","species"
"Adlercreutzia equolifaciens DSM 19450","1384484","genome"
"Adlercreutzia sp. 8CFCBH1","2707299","genome"
"Actinopolymorphaceae","2805400","family"
"Actinopolymorpha","117156","genus"
"Actinopolymorpha singaporensis","117157","species"
"Actinopolymorpha singaporensis DSM 22024","-1","genome"
"Advenella","290425","genus"
"Advenella kashmirensis","310575","species"
"Advenella kashmirensis WT001","1036672","genome"
"Advenella mimigardefordensis","302406","species"
"Advenella mimigardefordensis DPN7","1247726","genome"
"Flavobacteriia","117743","class"
"Flavobacteriales","200644","order"
"Flavobacteriaceae","49546","family"
"Aequorivita","153265","genus"
"Aequorivita sp. H23M31","2494375","genome"
"Aequorivita sp. KX20305","2803865","genome"
"Planctomycetes","203682","phylum"
"Planctomycetia","203683","class"
"Pirellulales","2691354","order"
"Lacipirellulaceae","2691359","family"
"Aeoliella","2795781","genus"
"Aeoliella mucimassa","2527972","species"
"Aeoliella mucimassa Pan181","-1","genome"
"Bacillales","1385","order"
"Bacillaceae","186817","family"
"Aeribacillus","1055323","genus"
"Aeribacillus pallidus","33936","species"
"Aeribacillus pallidus KCTC3564","-1","genome"
"Aeribacillus pallidus PI8","-1","genome"
"Aequorivita sublithincola","101385","species"
"Aequorivita sublithincola DSM 14238","746697","genome"
"Aerococcus","1375","genus"
"Aerococcus sanguinicola","119206","species"
"Aerococcus sanguinicola CCUG43001","-1","genome"
"Aerococcus urinae","1376","species"
"Aerococcus urinae ACS-120-V-Col10a","866775","genome"
"Aerococcus urinae CCUG36881","-1","genome"
"Aerococcaceae bacterium zg-1292","2774330","genome"
"Aerococcaceae bacterium zg-252","2796928","genome"
"Aerococcus urinaeequi","51665","species"
"Aerococcus urinaeequi CCUG28094","-1","genome"
"Aerococcus urinaeequi T43","-1","genome"
"Aerococcus urinaeequi USDA-ARS-USMARC-56713","-1","genome"
"Aerococcus viridans","1377","species"
"Aerococcus viridans CCUG4311","-1","genome"
"Nocardioidaceae","85015","family"
"Aeromicrobium","2040","genus"
"Aeromicrobium chenweiae","2079793","species"
"Aeromicrobium chenweiae 592","-1","genome"
"Aerococcus viridans FDAARGOS_672","-1","genome"
"Aeromicrobium choanae","1736691","species"
"Aeromicrobium choanae 9H-4","-1","genome"
"Aeromicrobium erythreum","2041","species"
"Aeromicrobium erythreum AR18","-1","genome"
"Aeromicrobium sp. A1-2","2107713","genome"
"Aerococcus urinaehominis","128944","species"
"Aerococcus urinaehominis CCUG42038B","-1","genome"
"Aeromonadales","135624","order"
"Aeromonadaceae","84642","family"
"Aeromonas","642","genus"
"Aeromonas caviae","648","species"
"Aeromonas caviae 1507-17068","-1","genome"
"Aeromicrobium sp. zg-629","2663859","genome"
"Aeromicrobium yanjiei","2662028","species"
"Aeromicrobium yanjiei MF47","-1","genome"
"Aeromonas caviae 1605-27183","-1","genome"
"Aeromonas allosaccharophila","656","species"
"Aeromonas allosaccharophila FDAARGOS_933","-1","genome"
"Aeromonas aquatica","558964","species"
"Aeromonas aquatica MX16A","-1","genome"
"Aeromonas caviae Aero21","-1","genome"
"Aeromonas caviae 8LM","-1","genome"
"Aerococcus christensenii","87541","species"
"Aerococcus christensenii CCUG28831","-1","genome"
"Aeromonas caviae Aero52","-1","genome"
"Aeromonas caviae 1607-10029","-1","genome"
"Aeromonas caviae FDAARGOS_72","-1","genome"
"Aeromonas caviae GSH8M-1","-1","genome"
"Aeromonas caviae KAM329","-1","genome"
"Aeromonas caviae R25-2","-1","genome"
"Aeromonas caviae KAM376","-1","genome"
"Aeromonas caviae NCTC12244","-1","genome"
"Aeromonas caviae SS332","-1","genome"
"Aeromonas caviae WP2-W18-ESBL-01","-1","genome"
"Aeromonas caviae WCW1-2","-1","genome"
"Aeromonas caviae WP3-S18-ESBL-02","-1","genome"
"Aeromonas caviae WP8-S17-ESBL-03","-1","genome"
"Aeromonas caviae R25-6","-1","genome"
"Aeromonas caviae WP5-W18-ESBL-02","-1","genome"
"Aeromonas caviae T25-39","-1","genome"
"Aeromonas caviae WP8-S18-ESBL-04","-1","genome"
"Aeromonas caviae WP8-S18-CRE-01","-1","genome"
"Aeromonas dhakensis","196024","species"
"Aeromonas dhakensis 1706-28330","-1","genome"
"Aeromonas dhakensis Aer_On24M","-1","genome"
"Aeromonas encheleia","73010","species"
"Aeromonas encheleia NCTC12917","-1","genome"
"Aeromonas hydrophila","644","species"
"Aeromonas hydrophila 23-C-23","-1","genome"
"Aeromonas hydrophila 2359","-1","genome"
"Aeromonas hydrophila Aer_OnP2.2","-1","genome"
"Aeromonas hydrophila Aer_OnP4.2","-1","genome"
"Aeromonas hydrophila 4AK4","1354302","genome"
"Aeromonas hydrophila 3206","-1","genome"
"Aeromonas hydrophila Aer_LaG33","-1","genome"
"Aeromonas dhakensis KN-Mc-6U21","-1","genome"
"Aeromonas hydrophila Aer_LaG34","-1","genome"
"Aeromonas hydrophila AH10","-1","genome"
"Aeromonas hydrophila AL06-06","-1","genome"
"Aeromonas hydrophila AHNIH1","-1","genome"
"Aeromonas hydrophila AL09-71","1321367","genome"
"Aeromonas hydrophila D4","-1","genome"
"Aeromonas hydrophila Brac6","-1","genome"
"Aeromonas hydrophila B11","-1","genome"
"Aeromonas hydrophila GSH8-2","-1","genome"
